time_s,voltage_v
2.095,1.209709369066927
2.1,1.1960404829079017
2.105,1.1825260457873021
2.11,1.1691643125369293
2.115,1.1559535577077826
2.12,1.142892075347259
2.125,1.1299781787788432
2.13,1.117210200384309
2.1350000000000002,1.1045864913883747
2.14,1.092105421645787
2.145,1.079765379430817
2.15,1.0675647712291292
2.1550000000000002,1.055502021532006
2.16,1.0435755726329037
2.165,1.031783884426287
2.17,1.0201254342087624
2.1750000000000003,1.008598716482436
2.18,0.9972022427605104
2.185,0.9859345413750679
2.19,0.9747941572870266
2.195,0.9637796518982514
2.2,0.9528896028657764
2.205,0.9421226039181378
2.21,0.931477264673775
2.215,0.9209522104614828
2.22,0.9105460821429004
2.225,0.9002575359369984
2.23,0.8900852432465484
2.235,0.8800278904865629
2.24,0.8700841789146603
2.245,0.8602528244633618
2.25,0.8505325575742665
2.255,0.8409221230341128
2.2600000000000002,0.8314202798126902
2.265,0.822025800902577
2.27,0.812737473160695
2.275,0.8035540971516489
2.2800000000000002,0.7944744869928405
2.285,0.785497470201335
2.29,0.7766218875424467
2.295,0.7678465928800493
2.3000000000000003,0.7591704530285666
2.305,0.7505923476066436
2.31,0.7421111688924668
2.315,0.7337258216807173
2.32,0.7254352231411463
2.325,0.7172383026787441
2.33,0.7091340017954907
2.335,0.7011212739536677
2.34,0.6931990844407143
2.345,0.6853664102356112
2.35,0.6776222398767784
2.355,0.669965573331454
2.36,0.6623954218665635
2.365,0.6549108079210348
2.37,0.6475107649795696
2.375,0.6401943374478264
2.38,0.6329605805290243
2.3850000000000002,0.6258085601019394
2.39,0.6187373526002773
2.395,0.6117460448934072
2.4,0.6048337341684505
2.4050000000000002,0.597999527813692
2.41,0.5912425433033207
2.415,0.5845619080834586
2.42,0.5779567594594885
2.4250000000000003,0.5714262444846522
2.43,0.5649695198499035
2.435,0.5585857517750111
2.44,0.5522741159008876
2.445,0.5460337971831374
2.45,0.5398639897868087
2.455,0.5337638969823316
2.46,0.5277327310426343
2.465,0.5217697131414196
2.47,0.5158740732525927
2.475,0.5100450500508288
2.48,0.5042818908132533
2.485,0.49858385132224636
2.49,0.492950195769335
2.495,0.4873801966601788
2.5,0.48187313472062393
